"id","countyfips","placefips","municipalityname","year","totalpopulation","countyplace"
1,0,0,"Colorado",1980,2889735,"0"
2,0,0,"Colorado",1981,2980340,"0"
3,0,0,"Colorado",1982,3064868,"0"
4,0,0,"Colorado",1983,3137511,"0"
5,0,0,"Colorado",1984,3174844,"0"
6,0,0,"Colorado",1985,3214448,"0"
7,0,0,"Colorado",1986,3243803,"0"
8,0,0,"Colorado",1987,3263354,"0"
9,0,0,"Colorado",1988,3271448,"0"
10,0,0,"Colorado",1989,3284537,"0"
11,0,0,"Colorado",1990,3294473,"0"
12,0,0,"Colorado",1991,3380951,"0"
13,0,0,"Colorado",1992,3489832,"0"
14,0,0,"Colorado",1993,3605038,"0"
15,0,0,"Colorado",1994,3712062,"0"
16,0,0,"Colorado",1995,3811074,"0"
17,0,0,"Colorado",1996,3902448,"0"
18,0,0,"Colorado",1997,3995923,"0"
19,0,0,"Colorado",1998,4102491,"0"
20,0,0,"Colorado",1999,4215984,"0"
21,0,0,"Colorado",2000,4338801,"0"
22,0,0,"Colorado",2001,4444513,"0"
23,0,0,"Colorado",2002,4504709,"0"
24,0,0,"Colorado",2003,4555084,"0"
25,0,0,"Colorado",2004,4608811,"0"
26,0,0,"Colorado",2005,4662534,"0"
27,0,0,"Colorado",2006,4745660,"0"
28,0,0,"Colorado",2007,4821784,"0"
29,0,0,"Colorado",2008,4901938,"0"
30,0,0,"Colorado",2009,4976853,"0"
31,0,0,"Colorad",2010,5050332,"0"
32,0,0,"Colorad",2011,5119538,"0"
33,0,0,"Colorad",2012,5191086,"0"
34,0,0,"Colorad",2013,5268413,"0"
35,0,0,"Colorad",2014,5350118,"0"
36,0,0,"Colorad",2015,5448055,"0"
37,0,0,"COLORADO STATE",2016,5538180,"0"
38,1,0,"Adams",1980,245944,"100000"
39,1,0,"Adams",1981,253031,"100000"
40,1,0,"Adams",1982,260136,"100000"
41,1,0,"Adams",1983,267244,"100000"
42,1,0,"Adams",1984,265770,"100000"
43,1,0,"Adams",1985,268764,"100000"
44,1,0,"Adams",1986,268643,"100000"
45,1,0,"Adams",1987,269323,"100000"
46,1,0,"Adams",1988,269019,"100000"
47,1,0,"Adams",1989,266771,"100000"
48,1,0,"Adams",1990,265038,"100000"
49,1,0,"Adams",1991,273624,"100000"
50,1,0,"Adams",1992,281385,"100000"
51,1,0,"Adams",1993,290777,"100000"
52,1,0,"Adams",1994,300794,"100000"
53,1,0,"Adams",1995,312593,"100000"
54,1,0,"Adams",1996,323042,"100000"
55,1,0,"Adams",1997,332744,"100000"
56,1,0,"Adams",1998,344024,"100000"
57,1,0,"Adams",1999,355308,"100000"
58,1,0,"Adams",2000,351735,"100000"
59,1,0,"Adams",2001,359437,"100000"
60,1,0,"Adams",2002,371181,"100000"
61,1,0,"Adams",2003,377665,"100000"
62,1,0,"Adams",2004,385945,"100000"
63,1,0,"Adams",2005,395384,"100000"
64,1,0,"Adams",2006,407587,"100000"
65,1,0,"Adams",2007,415915,"100000"
66,1,0,"Adams",2008,425138,"100000"
67,1,0,"Adams",2009,436323,"100000"
68,1,0,"Adams",2010,443711,"100000"
69,1,0,"Adams",2011,451749,"100000"
70,1,0,"Adams",2012,460064,"100000"
71,1,0,"Adams",2013,469477,"100000"
72,1,0,"Adams",2014,479777,"100000"
73,1,0,"Adams",2015,489923,"100000"
74,1,0,"ADAMS COUNTY",2016,497673,"100000"
75,1,3455,"Arvada (part)",1980,1229,"103455"
76,1,3455,"Arvada (part)",1981,1389,"103455"
77,1,3455,"Arvada (part)",1982,1526,"103455"
78,1,3455,"Arvada (part)",1983,1700,"103455"
79,1,3455,"Arvada (part)",1984,1832,"103455"
80,1,3455,"Arvada (part)",1985,1961,"103455"
81,1,3455,"Arvada (part)",1986,2018,"103455"
82,1,3455,"Arvada (part)",1987,2084,"103455"
83,1,3455,"Arvada (part)",1988,2185,"103455"
84,1,3455,"Arvada (part)",1989,2287,"103455"
85,1,3455,"Arvada (part)",1990,2347,"103455"
86,1,3455,"Arvada (part)",1991,2425,"103455"
87,1,3455,"Arvada (part)",1992,2487,"103455"
88,1,3455,"Arvada (part)",1993,2534,"103455"
89,1,3455,"Arvada (part)",1994,2612,"103455"
90,1,3455,"Arvada (part)",1995,2670,"103455"
91,1,3455,"Arvada (part)",1996,2712,"103455"
92,1,3455,"Arvada (part)",1997,2767,"103455"
93,1,3455,"Arvada (part)",1998,2803,"103455"
94,1,3455,"Arvada (part)",1999,2828,"103455"
95,1,3455,"Arvada (part)",2000,2843,"103455"
96,1,3455,"Arvada (part)",2001,2922,"103455"
97,1,3455,"Arvada (part)",2002,2894,"103455"
98,1,3455,"Arvada (part)",2003,2832,"103455"
99,1,3455,"Arvada (part)",2004,2783,"103455"
100,1,3455,"Arvada (part)",2005,2754,"103455"
101,1,3455,"Arvada (part)",2006,2754,"103455"
102,1,3455,"Arvada (part)",2007,2751,"103455"
103,1,3455,"Arvada (part)",2008,2774,"103455"
104,1,3455,"Arvada (part)",2009,2822,"103455"
105,1,3455,"Arvada (Part)",2010,2862,"103455"
106,1,3455,"Arvada (Part)",2011,2916,"103455"
107,1,3455,"Arvada (Part)",2012,2996,"103455"
108,1,3455,"Arvada (Part)",2013,3057,"103455"
109,1,3455,"Arvada (Part)",2014,3140,"103455"
110,1,3455,"Arvada (Part)",2015,3217,"103455"
111,1,3455,"Arvada (Part)",2016,3289,"103455"
112,1,4000,"Aurora (part)",1980,29193,"104000"
113,1,4000,"Aurora (part)",1981,29346,"104000"
114,1,4000,"Aurora (part)",1982,29750,"104000"
115,1,4000,"Aurora (part)",1983,30133,"104000"
116,1,4000,"Aurora (part)",1984,29475,"104000"
117,1,4000,"Aurora (part)",1985,29539,"104000"
118,1,4000,"Aurora (part)",1986,29017,"104000"
119,1,4000,"Aurora (part)",1987,28616,"104000"
120,1,4000,"Aurora (part)",1988,28407,"104000"
121,1,4000,"Aurora (part)",1989,28080,"104000"
122,1,4000,"Aurora (part)",1990,27747,"104000"
123,1,4000,"Aurora (part)",1991,29269,"104000"
124,1,4000,"Aurora (part)",1992,30657,"104000"
125,1,4000,"Aurora (part)",1993,31863,"104000"
126,1,4000,"Aurora (part)",1994,32942,"104000"
127,1,4000,"Aurora (part)",1995,35679,"104000"
128,1,4000,"Aurora (part)",1996,36878,"104000"
129,1,4000,"Aurora (part)",1997,38051,"104000"
130,1,4000,"Aurora (part)",1998,38307,"104000"
131,1,4000,"Aurora (part)",1999,39410,"104000"
132,1,4000,"Aurora (part)",2000,40767,"104000"
133,1,4000,"Aurora (part)",2001,39767,"104000"
134,1,4000,"Aurora (part)",2002,39814,"104000"
135,1,4000,"Aurora (part)",2003,38740,"104000"
136,1,4000,"Aurora (part)",2004,38683,"104000"
137,1,4000,"Aurora (part)",2005,38415,"104000"
138,1,4000,"Aurora (part)",2006,38286,"104000"
139,1,4000,"Aurora (part)",2007,38326,"104000"
140,1,4000,"Aurora (part)",2008,38661,"104000"
141,1,4000,"Aurora (part)",2009,39803,"104000"
142,1,4000,"Aurora (Part)",2010,40047,"104000"
143,1,4000,"Aurora (Part)",2011,40610,"104000"
144,1,4000,"Aurora (Part)",2012,41230,"104000"
145,1,4000,"Aurora (Part)",2013,42847,"104000"
146,1,4000,"Aurora (Part)",2014,43674,"104000"
147,1,4000,"Aurora (Part)",2015,45088,"104000"
148,1,4000,"Aurora (Part)",2016,46776,"104000"
149,1,6090,"Bennett (part)",1980,942,"106090"
150,1,6090,"Bennett (part)",1981,1069,"106090"
151,1,6090,"Bennett (part)",1982,1231,"106090"
152,1,6090,"Bennett (part)",1983,1539,"106090"
153,1,6090,"Bennett (part)",1984,1797,"106090"
154,1,6090,"Bennett (part)",1985,1968,"106090"
155,1,6090,"Bennett (part)",1986,1890,"106090"
156,1,6090,"Bennett (part)",1987,1841,"106090"
157,1,6090,"Bennett (part)",1988,1819,"106090"
158,1,6090,"Bennett (part)",1989,1786,"106090"
159,1,6090,"Bennett (part)",1990,1757,"106090"
160,1,6090,"Bennett (part)",1991,1790,"106090"
161,1,6090,"Bennett (part)",1992,1828,"106090"
162,1,6090,"Bennett (part)",1993,1836,"106090"
163,1,6090,"Bennett (part)",1994,1956,"106090"
164,1,6090,"Bennett (part)",1995,1966,"106090"
165,1,6090,"Bennett (part)",1996,1993,"106090"
166,1,6090,"Bennett (part)",1997,2038,"106090"
167,1,6090,"Bennett (part)",1998,2029,"106090"
168,1,6090,"Bennett (part)",1999,2024,"106090"
169,1,6090,"Bennett (part)",2000,2058,"106090"
170,1,6090,"Bennett (part)",2001,2039,"106090"
171,1,6090,"Bennett (part)",2002,2029,"106090"
172,1,6090,"Bennett (part)",2003,1995,"106090"
173,1,6090,"Bennett (part)",2004,1952,"106090"
174,1,6090,"Bennett (part)",2005,1932,"106090"
175,1,6090,"Bennett (part)",2006,1921,"106090"
176,1,6090,"Bennett (part)",2007,1908,"106090"
177,1,6090,"Bennett (part)",2008,1920,"106090"
178,1,6090,"Bennett (part)",2009,1945,"106090"
179,1,6090,"Bennett (Part)",2010,1963,"106090"
180,1,6090,"Bennett (Part)",2011,1991,"106090"
181,1,6090,"Bennett (Part)",2012,2022,"106090"
182,1,6090,"Bennett (Part)",2013,2043,"106090"
183,1,6090,"Bennett (Part)",2014,2072,"106090"
184,1,6090,"Bennett (Part)",2015,2100,"106090"
185,1,6090,"Bennett (Part)",2016,2114,"106090"
186,1,8675,"Brighton (part)",1980,12773,"108675"
187,1,8675,"Brighton (part)",1981,13145,"108675"
188,1,8675,"Brighton (part)",1982,13617,"108675"
189,1,8675,"Brighton (part)",1983,14069,"108675"
190,1,8675,"Brighton (part)",1984,14111,"108675"
191,1,8675,"Brighton (part)",1985,14278,"108675"
192,1,8675,"Brighton (part)",1986,14208,"108675"
193,1,8675,"Brighton (part)",1987,14074,"108675"
194,1,8675,"Brighton (part)",1988,14109,"108675"
195,1,8675,"Brighton (part)",1989,14179,"108675"
196,1,8675,"Brighton (part)",1990,14186,"108675"
197,1,8675,"Brighton (part)",1991,14720,"108675"
198,1,8675,"Brighton (part)",1992,15222,"108675"
199,1,8675,"Brighton (part)",1993,15755,"108675"
200,1,8675,"Brighton (part)",1994,16152,"108675"
201,1,8675,"Brighton (part)",1995,16630,"108675"
202,1,8675,"Brighton (part)",1996,17332,"108675"
203,1,8675,"Brighton (part)",1997,18133,"108675"
204,1,8675,"Brighton (part)",1998,18932,"108675"
205,1,8675,"Brighton (part)",1999,19961,"108675"
206,1,8675,"Brighton (part)",2000,21102,"108675"
207,1,8675,"Brighton (part)",2001,22191,"108675"
208,1,8675,"Brighton (part)",2002,23273,"108675"
209,1,8675,"Brighton (part)",2003,25456,"108675"
210,1,8675,"Brighton (part)",2004,26516,"108675"
211,1,8675,"Brighton (part)",2005,27719,"108675"
212,1,8675,"Brighton (part)",2006,29523,"108675"
213,1,8675,"Brighton (part)",2007,30770,"108675"
214,1,8675,"Brighton (part)",2008,31692,"108675"
215,1,8675,"Brighton (part)",2009,32375,"108675"
216,1,8675,"Brighton (Part)",2010,33164,"108675"
217,1,8675,"Brighton (Part)",2011,33752,"108675"
218,1,8675,"Brighton (Part)",2012,34391,"108675"
219,1,8675,"Brighton (Part)",2013,35856,"108675"
220,1,8675,"Brighton (Part)",2014,36598,"108675"
221,1,8675,"Brighton (Part)",2015,37604,"108675"
222,1,8675,"Brighton (Part)",2016,38400,"108675"
223,1,16495,"Commerce City",1980,16234,"116495"
224,1,16495,"Commerce City",1981,16315,"116495"
225,1,16495,"Commerce City",1982,16481,"116495"
226,1,16495,"Commerce City",1983,16989,"116495"
227,1,16495,"Commerce City",1984,17003,"116495"
228,1,16495,"Commerce City",1985,16999,"116495"
229,1,16495,"Commerce City",1986,17347,"116495"
230,1,16495,"Commerce City",1987,16985,"116495"
231,1,16495,"Commerce City",1988,16780,"116495"
232,1,16495,"Commerce City",1989,16550,"116495"
233,1,16495,"Commerce City",1990,16466,"116495"
234,1,16495,"Commerce City",1991,17189,"116495"
235,1,16495,"Commerce City",1992,17865,"116495"
236,1,16495,"Commerce City",1993,18226,"116495"
237,1,16495,"Commerce City",1994,18617,"116495"
238,1,16495,"Commerce City",1995,19004,"116495"
239,1,16495,"Commerce City",1996,19466,"116495"
240,1,16495,"Commerce City",1997,19806,"116495"
241,1,16495,"Commerce City",1998,20075,"116495"
242,1,16495,"Commerce City",1999,20595,"116495"
243,1,16495,"Commerce City",2000,21194,"116495"
244,1,16495,"Commerce City",2001,21889,"116495"
245,1,16495,"Commerce City",2002,23473,"116495"
246,1,16495,"Commerce City",2003,24960,"116495"
247,1,16495,"Commerce City",2004,29348,"116495"
248,1,16495,"Commerce City",2005,34328,"116495"
249,1,16495,"Commerce City",2006,38732,"116495"
250,1,16495,"Commerce City",2007,41587,"116495"
251,1,16495,"Commerce City",2008,43225,"116495"
252,1,16495,"Commerce City",2009,44877,"116495"
253,1,16495,"Commerce City",2010,46194,"116495"
254,1,16495,"Commerce City",2011,47545,"116495"
255,1,16495,"Commerce City",2012,48607,"116495"
256,1,16495,"Commerce City",2013,49642,"116495"
257,1,16495,"Commerce City",2014,51518,"116495"
258,1,16495,"Commerce City",2015,53215,"116495"
259,1,16495,"Commerce City",2016,53577,"116495"
260,1,26270,"Federal Heights",1980,7846,"126270"
261,1,26270,"Federal Heights",1981,7971,"126270"
262,1,26270,"Federal Heights",1982,8149,"126270"
263,1,26270,"Federal Heights",1983,8208,"126270"
264,1,26270,"Federal Heights",1984,8031,"126270"
265,1,26270,"Federal Heights",1985,8440,"126270"
266,1,26270,"Federal Heights",1986,9663,"126270"
267,1,26270,"Federal Heights",1987,9543,"126270"
268,1,26270,"Federal Heights",1988,9547,"126270"
269,1,26270,"Federal Heights",1989,9375,"126270"
270,1,26270,"Federal Heights",1990,9342,"126270"
271,1,26270,"Federal Heights",1991,9743,"126270"
272,1,26270,"Federal Heights",1992,10099,"126270"
273,1,26270,"Federal Heights",1993,10268,"126270"
274,1,26270,"Federal Heights",1994,10462,"126270"
275,1,26270,"Federal Heights",1995,10614,"126270"
276,1,26270,"Federal Heights",1996,10626,"126270"
277,1,26270,"Federal Heights",1997,10760,"126270"
278,1,26270,"Federal Heights",1998,11717,"126270"
279,1,26270,"Federal Heights",1999,11915,"126270"
280,1,26270,"Federal Heights",2000,12026,"126270"
281,1,26270,"Federal Heights",2001,11756,"126270"
282,1,26270,"Federal Heights",2002,11569,"126270"
283,1,26270,"Federal Heights",2003,11370,"126270"
284,1,26270,"Federal Heights",2004,11178,"126270"
285,1,26270,"Federal Heights",2005,11106,"126270"
286,1,26270,"Federal Heights",2006,11128,"126270"
287,1,26270,"Federal Heights",2007,11099,"126270"
288,1,26270,"Federal Heights",2008,11220,"126270"
289,1,26270,"Federal Heights",2009,11403,"126270"
290,1,26270,"Federal Heights",2010,11515,"126270"
291,1,26270,"Federal Heights",2011,11680,"126270"
292,1,26270,"Federal Heights",2012,11859,"126270"
293,1,26270,"Federal Heights",2013,11983,"126270"
294,1,26270,"Federal Heights",2014,12156,"126270"
295,1,26270,"Federal Heights",2015,12300,"126270"
296,1,26270,"Federal Heights",2016,12384,"126270"
297,1,45530,"Lochbuie (part)",1980,,"145530"
298,1,45530,"Lochbuie (part)",1981,,"145530"
299,1,45530,"Lochbuie (part)",1982,,"145530"
300,1,45530,"Lochbuie (part)",1983,,"145530"
301,1,45530,"Lochbuie (part)",1984,,"145530"
302,1,45530,"Lochbuie (part)",1985,,"145530"
303,1,45530,"Lochbuie (part)",1986,,"145530"
304,1,45530,"Lochbuie (part)",1987,,"145530"
305,1,45530,"Lochbuie (part)",1988,,"145530"
306,1,45530,"Lochbuie (part)",1989,,"145530"
307,1,45530,"Lochbuie (part)",1990,,"145530"
308,1,45530,"Lochbuie (part)",1991,,"145530"
309,1,45530,"Lochbuie (part)",1992,,"145530"
310,1,45530,"Lochbuie (part)",1993,,"145530"
311,1,45530,"Lochbuie (part)",1994,,"145530"
312,1,45530,"Lochbuie (part)",1995,,"145530"
313,1,45530,"Lochbuie (part)",1996,,"145530"
314,1,45530,"Lochbuie (part)",1997,,"145530"
315,1,45530,"Lochbuie (part)",1998,,"145530"
316,1,45530,"Lochbuie (part)",1999,,"145530"
317,1,45530,"Lochbuie (part)",2000,4,"145530"
318,1,45530,"Lochbuie (part)",2001,4,"145530"
319,1,45530,"Lochbuie (part)",2002,4,"145530"
320,1,45530,"Lochbuie (part)",2003,0,"145530"
321,1,45530,"Lochbuie (part)",2004,0,"145530"
322,1,45530,"Lochbuie (part)",2005,0,"145530"
323,1,45530,"Lochbuie (part)",2006,0,"145530"
324,1,45530,"Lochbuie (part)",2007,2,"145530"
325,1,45530,"Lochbuie (part)",2008,2,"145530"
326,1,45530,"Lochbuie (part)",2009,2,"145530"
327,1,45530,"Lochbuie (Part)",2010,2,"145530"
328,1,45530,"Lochbuie (Part)",2011,2,"145530"
329,1,45530,"Lochbuie (Part)",2012,2,"145530"
330,1,45530,"Lochbuie (Part)",2013,2,"145530"
331,1,45530,"Lochbuie (Part)",2014,2,"145530"
332,1,45530,"Lochbuie (Part)",2015,2,"145530"
333,1,45530,"Lochbuie (Part)",2016,2,"145530"
334,1,54330,"Northglenn (part)",1980,29847,"154330"
335,1,54330,"Northglenn (part)",1981,29827,"154330"
336,1,54330,"Northglenn (part)",1982,29946,"154330"
337,1,54330,"Northglenn (part)",1983,30365,"154330"
338,1,54330,"Northglenn (part)",1984,29902,"154330"
339,1,54330,"Northglenn (part)",1985,29592,"154330"
340,1,54330,"Northglenn (part)",1986,28479,"154330"
341,1,54330,"Northglenn (part)",1987,28448,"154330"
342,1,54330,"Northglenn (part)",1988,28030,"154330"
343,1,54330,"Northglenn (part)",1989,27567,"154330"
344,1,54330,"Northglenn (part)",1990,27195,"154330"
345,1,54330,"Northglenn (part)",1991,27521,"154330"
346,1,54330,"Northglenn (part)",1992,27953,"154330"
347,1,54330,"Northglenn (part)",1993,27875,"154330"
348,1,54330,"Northglenn (part)",1994,27848,"154330"
349,1,54330,"Northglenn (part)",1995,27769,"154330"
350,1,54330,"Northglenn (part)",1996,28137,"154330"
351,1,54330,"Northglenn (part)",1997,28523,"154330"
352,1,54330,"Northglenn (part)",1998,28900,"154330"
353,1,54330,"Northglenn (part)",1999,30423,"154330"
354,1,54330,"Northglenn (part)",2000,32444,"154330"
355,1,54330,"Northglenn (part)",2001,33871,"154330"
356,1,54330,"Northglenn (part)",2002,35867,"154330"
357,1,54330,"Northglenn (part)",2003,35314,"154330"
358,1,54330,"Northglenn (part)",2004,34824,"154330"
359,1,54330,"Northglenn (part)",2005,34530,"154330"
360,1,54330,"Northglenn (part)",2006,34593,"154330"
361,1,54330,"Northglenn (part)",2007,34573,"154330"
362,1,54330,"Northglenn (part)",2008,34909,"154330"
363,1,54330,"Northglenn (part)",2009,35556,"154330"
364,1,54330,"Northglenn (Part)",2010,35921,"154330"
365,1,54330,"Northglenn (Part)",2011,36432,"154330"
366,1,54330,"Northglenn (Part)",2012,36990,"154330"
367,1,54330,"Northglenn (Part)",2013,37386,"154330"
368,1,54330,"Northglenn (Part)",2014,38179,"154330"
369,1,54330,"Northglenn (Part)",2015,38631,"154330"
370,1,54330,"Northglenn (Part)",2016,38892,"154330"
371,1,77290,"Thornton",1980,40343,"177290"
372,1,77290,"Thornton",1981,44215,"177290"
373,1,77290,"Thornton",1982,46889,"177290"
374,1,77290,"Thornton",1983,48926,"177290"
375,1,77290,"Thornton",1984,49557,"177290"
376,1,77290,"Thornton",1985,51703,"177290"
377,1,77290,"Thornton",1986,53240,"177290"
378,1,77290,"Thornton",1987,54865,"177290"
379,1,77290,"Thornton",1988,55287,"177290"
380,1,77290,"Thornton",1989,55198,"177290"
381,1,77290,"Thornton",1990,55031,"177290"
382,1,77290,"Thornton",1991,56408,"177290"
383,1,77290,"Thornton",1992,57647,"177290"
384,1,77290,"Thornton",1993,59474,"177290"
385,1,77290,"Thornton",1994,61523,"177290"
386,1,77290,"Thornton",1995,64453,"177290"
387,1,77290,"Thornton",1996,67158,"177290"
388,1,77290,"Thornton",1997,70124,"177290"
389,1,77290,"Thornton",1998,75373,"177290"
390,1,77290,"Thornton",1999,79365,"177290"
391,1,77290,"Thornton",2000,83305,"177290"
392,1,77290,"Thornton",2001,87777,"177290"
393,1,77290,"Thornton",2002,93138,"177290"
394,1,77290,"Thornton",2003,97102,"177290"
395,1,77290,"Thornton",2004,100493,"177290"
396,1,77290,"Thornton",2005,103804,"177290"
397,1,77290,"Thornton",2006,107586,"177290"
398,1,77290,"Thornton",2007,110457,"177290"
399,1,77290,"Thornton",2008,113992,"177290"
400,1,77290,"Thornton",2009,117257,"177290"
401,1,77290,"Thornton (Part)",2010,119420,"177290"
402,1,77290,"Thornton (Part)",2011,121800,"177290"
403,1,77290,"Thornton (Part)",2012,124358,"177290"
404,1,77290,"Thornton (Part)",2013,127161,"177290"
405,1,77290,"Thornton (Part)",2014,129870,"177290"
406,1,77290,"Thornton (Part)",2015,132476,"177290"
407,1,77290,"Thornton (Part)",2016,134845,"177290"
408,1,83835,"Westminster (part)",1980,32046,"183835"
409,1,83835,"Westminster (part)",1981,33886,"183835"
410,1,83835,"Westminster (part)",1982,36191,"183835"
411,1,83835,"Westminster (part)",1983,37549,"183835"
412,1,83835,"Westminster (part)",1984,37827,"183835"
413,1,83835,"Westminster (part)",1985,38802,"183835"
414,1,83835,"Westminster (part)",1986,39758,"183835"
415,1,83835,"Westminster (part)",1987,41120,"183835"
416,1,83835,"Westminster (part)",1988,41540,"183835"
417,1,83835,"Westminster (part)",1989,41585,"183835"
418,1,83835,"Westminster (part)",1990,41639,"183835"
419,1,83835,"Westminster (part)",1991,43074,"183835"
420,1,83835,"Westminster (part)",1992,44028,"183835"
421,1,83835,"Westminster (part)",1993,45971,"183835"
422,1,83835,"Westminster (part)",1994,48393,"183835"
423,1,83835,"Westminster (part)",1995,50958,"183835"
424,1,83835,"Westminster (part)",1996,53585,"183835"
425,1,83835,"Westminster (part)",1997,55036,"183835"
426,1,83835,"Westminster (part)",1998,55692,"183835"
427,1,83835,"Westminster (part)",1999,56673,"183835"
428,1,83835,"Westminster (part)",2000,57613,"183835"
429,1,83835,"Westminster (part)",2001,58166,"183835"
430,1,83835,"Westminster (part)",2002,59012,"183835"
431,1,83835,"Westminster (part)",2003,59268,"183835"
432,1,83835,"Westminster (part)",2004,59443,"183835"
433,1,83835,"Westminster (part)",2005,59299,"183835"
434,1,83835,"Westminster (part)",2006,59824,"183835"
435,1,83835,"Westminster (part)",2007,60231,"183835"
436,1,83835,"Westminster (part)",2008,61245,"183835"
437,1,83835,"Westminster (part)",2009,62911,"183835"
438,1,83835,"Westminster (Part)",2010,63968,"183835"
439,1,83835,"Westminster (Part)",2011,64942,"183835"
440,1,83835,"Westminster (Part)",2012,66018,"183835"
441,1,83835,"Westminster (Part)",2013,66730,"183835"
442,1,83835,"Westminster (Part)",2014,67774,"183835"
443,1,83835,"Westminster (Part)",2015,68660,"183835"
444,1,83835,"Westminster (Part)",2016,69123,"183835"
445,1,99990,"Adams Unincorp. Area",1980,70024,"199990"
446,1,99990,"Adams Unincorp. Area",1981,70297,"199990"
447,1,99990,"Adams Unincorp. Area",1982,70624,"199990"
448,1,99990,"Adams Unincorp. Area",1983,71839,"199990"
449,1,99990,"Adams Unincorp. Area",1984,70286,"199990"
450,1,99990,"Adams Unincorp. Area",1985,69489,"199990"
451,1,99990,"Adams Unincorp. Area",1986,66578,"199990"
452,1,99990,"Adams Unincorp. Area",1987,65134,"199990"
453,1,99990,"Adams Unincorp. Area",1988,64539,"199990"
454,1,99990,"Adams Unincorp. Area",1989,63417,"199990"
455,1,99990,"Adams Unincorp. Area",1990,62606,"199990"
456,1,99990,"Adams Unincorp. Area",1991,64537,"199990"
457,1,99990,"Adams Unincorp. Area",1992,66501,"199990"
458,1,99990,"Adams Unincorp. Area",1993,68890,"199990"
459,1,99990,"Adams Unincorp. Area",1994,70669,"199990"
460,1,99990,"Adams Unincorp. Area",1995,71842,"199990"
461,1,99990,"Adams Unincorp. Area",1996,73050,"199990"
462,1,99990,"Adams Unincorp. Area",1997,74686,"199990"
463,1,99990,"Adams Unincorp. Area",1998,76684,"199990"
464,1,99990,"Adams Unincorp. Area",1999,77618,"199990"
465,1,99990,"Adams Unincorp. Area",2000,78379,"199990"
466,1,99990,"Adams Unincorp. Area",2001,79055,"199990"
467,1,99990,"Adams Unincorp. Area",2002,80108,"199990"
468,1,99990,"Adams Unincorp. Area",2003,80628,"199990"
469,1,99990,"Adams Unincorp. Area",2004,80725,"199990"
470,1,99990,"Adams Unincorp. Area",2005,81497,"199990"
471,1,99990,"Adams Unincorp. Area",2006,83240,"199990"
472,1,99990,"Adams Unincorp. Area",2007,84211,"199990"
473,1,99990,"Adams Unincorp. Area",2008,85498,"199990"
474,1,99990,"Adams Unincorp. Area",2009,87372,"199990"
475,1,99990,"Unincorp. Area",2010,88655,"199990"
476,1,99990,"Unincorp. Area",2011,90079,"199990"
477,1,99990,"Unincorp. Area",2012,91591,"199990"
478,1,99990,"Unincorp. Area",2013,92770,"199990"
479,1,99990,"Unincorp. Area",2014,94794,"199990"
480,1,99990,"Unincorp. Area",2015,96630,"199990"
481,1,99990,"Unincorp. Area",2016,98271,"199990"
482,1,,"Watkins (part)",1980,,"1000"
483,1,,"Watkins (part)",1981,,"1000"
484,1,,"Watkins (part)",1982,,"1000"
485,1,,"Watkins (part)",1983,,"1000"
486,1,,"Watkins (part)",1984,,"1000"
487,1,,"Watkins (part)",1985,,"1000"
488,1,,"Watkins (part)",1986,,"1000"
489,1,,"Watkins (part)",1987,,"1000"
490,1,,"Watkins (part)",1988,,"1000"
491,1,,"Watkins (part)",1989,,"1000"
492,1,,"Watkins (part)",1990,,"1000"
493,1,,"Watkins (part)",1991,,"1000"
494,1,,"Watkins (part)",1992,,"1000"
495,1,,"Watkins (part)",1993,,"1000"
496,1,,"Watkins (part)",1994,,"1000"
497,1,,"Watkins (part)",1995,,"1000"
498,1,,"Watkins (part)",1996,,"1000"
499,1,,"Watkins (part)",1997,,"1000"
500,1,,"Watkins (part)",1998,,"1000"
501,1,,"Watkins (part)",1999,,"1000"
502,1,,"Watkins (part)",2000,,"1000"
503,1,,"Watkins (part)",2001,,"1000"
504,1,,"Watkins (part)",2002,,"1000"
505,1,,"Watkins (part)",2003,,"1000"
506,1,,"Watkins (part)",2004,,"1000"
507,1,,"Watkins (part)",2005,,"1000"
508,1,,"Watkins (part)",2006,,"1000"
509,1,,"Watkins (part)",2007,,"1000"
510,1,,"Watkins (part)",2008,,"1000"
511,1,,"Watkins (part)",2009,,"1000"
512,3,0,"Alamosa",1980,11799,"300000"
513,3,0,"Alamosa",1981,12184,"300000"
514,3,0,"Alamosa",1982,12258,"300000"
515,3,0,"Alamosa",1983,12643,"300000"
516,3,0,"Alamosa",1984,12928,"300000"
517,3,0,"Alamosa",1985,13011,"300000"
518,3,0,"Alamosa",1986,13336,"300000"
519,3,0,"Alamosa",1987,13427,"300000"
520,3,0,"Alamosa",1988,13715,"300000"
521,3,0,"Alamosa",1989,13660,"300000"
522,3,0,"Alamosa",1990,13617,"300000"
523,3,0,"Alamosa",1991,13639,"300000"
524,3,0,"Alamosa",1992,13572,"300000"
525,3,0,"Alamosa",1993,13657,"300000"
526,3,0,"Alamosa",1994,13823,"300000"
527,3,0,"Alamosa",1995,14097,"300000"
528,3,0,"Alamosa",1996,14322,"300000"
529,3,0,"Alamosa",1997,14478,"300000"
530,3,0,"Alamosa",1998,14623,"300000"
531,3,0,"Alamosa",1999,14822,"300000"
532,3,0,"Alamosa",2000,15099,"300000"
533,3,0,"Alamosa",2001,15231,"300000"
534,3,0,"Alamosa",2002,15266,"300000"
535,3,0,"Alamosa",2003,15360,"300000"
