"id","countyfips","placefips","municipalityname","year","totalpopulation","countyplace"
4894,37,50920,"Minturn",2008,1109,"3750920"
4895,37,50920,"Minturn",2009,1141,"3750920"
4896,37,50920,"Minturn",2010,1027,"3750920"
4897,37,50920,"Minturn",2011,1017,"3750920"
4898,37,50920,"Minturn",2012,1019,"3750920"
4899,37,50920,"Minturn",2013,1025,"3750920"
4900,37,50920,"Minturn",2014,1029,"3750920"
4901,37,50920,"Minturn",2015,1033,"3750920"
4902,37,50920,"Minturn",2016,1047,"3750920"
4903,37,63265,"Red Cliff",1980,409,"3763265"
4904,37,63265,"Red Cliff",1981,372,"3763265"
4905,37,63265,"Red Cliff",1982,358,"3763265"
4906,37,63265,"Red Cliff",1983,341,"3763265"
4907,37,63265,"Red Cliff",1984,329,"3763265"
4908,37,63265,"Red Cliff",1985,319,"3763265"
4909,37,63265,"Red Cliff",1986,313,"3763265"
4910,37,63265,"Red Cliff",1987,306,"3763265"
4911,37,63265,"Red Cliff",1988,299,"3763265"
4912,37,63265,"Red Cliff",1989,299,"3763265"
4913,37,63265,"Red Cliff",1990,297,"3763265"
4914,37,63265,"Red Cliff",1991,296,"3763265"
4915,37,63265,"Red Cliff",1992,310,"3763265"
4916,37,63265,"Red Cliff",1993,298,"3763265"
4917,37,63265,"Red Cliff",1994,297,"3763265"
4918,37,63265,"Red Cliff",1995,289,"3763265"
4919,37,63265,"Red Cliff",1996,290,"3763265"
4920,37,63265,"Red Cliff",1997,299,"3763265"
4921,37,63265,"Red Cliff",1998,301,"3763265"
4922,37,63265,"Red Cliff",1999,294,"3763265"
4923,37,63265,"Red Cliff",2000,298,"3763265"
4924,37,63265,"Red Cliff",2001,299,"3763265"
4925,37,63265,"Red Cliff",2002,298,"3763265"
4926,37,63265,"Red Cliff",2003,297,"3763265"
4927,37,63265,"Red Cliff",2004,300,"3763265"
4928,37,63265,"Red Cliff",2005,298,"3763265"
4929,37,63265,"Red Cliff",2006,296,"3763265"
4930,37,63265,"Red Cliff",2007,293,"3763265"
4931,37,63265,"Red Cliff",2008,294,"3763265"
4932,37,63265,"Red Cliff",2009,301,"3763265"
4933,37,63265,"Red Cliff",2010,266,"3763265"
4934,37,63265,"Red Cliff",2011,263,"3763265"
4935,37,63265,"Red Cliff",2012,264,"3763265"
4936,37,63265,"Red Cliff",2013,266,"3763265"
4937,37,63265,"Red Cliff",2014,269,"3763265"
4938,37,63265,"Red Cliff",2015,279,"3763265"
4939,37,63265,"Red Cliff",2016,280,"3763265"
4940,37,80040,"Vail",1980,2261,"3780040"
4941,37,80040,"Vail",1981,3587,"3780040"
4942,37,80040,"Vail",1982,3920,"3780040"
4943,37,80040,"Vail",1983,3780,"3780040"
4944,37,80040,"Vail",1984,3683,"3780040"
4945,37,80040,"Vail",1985,3789,"3780040"
4946,37,80040,"Vail",1986,2382,"3780040"
4947,37,80040,"Vail",1987,3702,"3780040"
4948,37,80040,"Vail",1988,3638,"3780040"
4949,37,80040,"Vail",1989,3693,"3780040"
4950,37,80040,"Vail",1990,3716,"3780040"
4951,37,80040,"Vail",1991,3768,"3780040"
4952,37,80040,"Vail",1992,3976,"3780040"
4953,37,80040,"Vail",1993,3938,"3780040"
4954,37,80040,"Vail",1994,4529,"3780040"
4955,37,80040,"Vail",1995,4488,"3780040"
4956,37,80040,"Vail",1996,4532,"3780040"
4957,37,80040,"Vail",1997,4604,"3780040"
4958,37,80040,"Vail",1998,4552,"3780040"
4959,37,80040,"Vail",1999,4540,"3780040"
4960,37,80040,"Vail",2000,4825,"3780040"
4961,37,80040,"Vail",2001,4807,"3780040"
4962,37,80040,"Vail",2002,4783,"3780040"
4963,37,80040,"Vail",2003,4715,"3780040"
4964,37,80040,"Vail",2004,4685,"3780040"
4965,37,80040,"Vail",2005,4613,"3780040"
4966,37,80040,"Vail",2006,4587,"3780040"
4967,37,80040,"Vail",2007,4592,"3780040"
4968,37,80040,"Vail",2008,4637,"3780040"
4969,37,80040,"Vail",2009,4718,"3780040"
4970,37,80040,"Vail",2010,5288,"3780040"
4971,37,80040,"Vail",2011,5240,"3780040"
4972,37,80040,"Vail",2012,5254,"3780040"
4973,37,80040,"Vail",2013,5297,"3780040"
4974,37,80040,"Vail",2014,5322,"3780040"
4975,37,80040,"Vail",2015,5439,"3780040"
4976,37,80040,"Vail",2016,5486,"3780040"
4977,37,99990,"Eagle Unincorp. Area",1980,6728,"3799990"
4978,37,99990,"Eagle Unincorp. Area",1981,5717,"3799990"
4979,37,99990,"Eagle Unincorp. Area",1982,6490,"3799990"
4980,37,99990,"Eagle Unincorp. Area",1983,6839,"3799990"
4981,37,99990,"Eagle Unincorp. Area",1984,7277,"3799990"
4982,37,99990,"Eagle Unincorp. Area",1985,7892,"3799990"
4983,37,99990,"Eagle Unincorp. Area",1986,9614,"3799990"
4984,37,99990,"Eagle Unincorp. Area",1987,8649,"3799990"
4985,37,99990,"Eagle Unincorp. Area",1988,9079,"3799990"
4986,37,99990,"Eagle Unincorp. Area",1989,9961,"3799990"
4987,37,99990,"Eagle Unincorp. Area",1990,10637,"3799990"
4988,37,99990,"Eagle Unincorp. Area",1991,11711,"3799990"
4989,37,99990,"Eagle Unincorp. Area",1992,12438,"3799990"
4990,37,99990,"Eagle Unincorp. Area",1993,13694,"3799990"
4991,37,99990,"Eagle Unincorp. Area",1994,14691,"3799990"
4992,37,99990,"Eagle Unincorp. Area",1995,15781,"3799990"
4993,37,99990,"Eagle Unincorp. Area",1996,16798,"3799990"
4994,37,99990,"Eagle Unincorp. Area",1997,17887,"3799990"
4995,37,99990,"Eagle Unincorp. Area",1998,19593,"3799990"
4996,37,99990,"Eagle Unincorp. Area",1999,20712,"3799990"
4997,37,99990,"Eagle Unincorp. Area",2000,21710,"3799990"
4998,37,99990,"Eagle Unincorp. Area",2001,22257,"3799990"
4999,37,99990,"Eagle Unincorp. Area",2002,22511,"3799990"
5000,37,99990,"Eagle Unincorp. Area",2003,22485,"3799990"
5001,37,99990,"Eagle Unincorp. Area",2004,22709,"3799990"
5002,37,99990,"Eagle Unincorp. Area",2005,22998,"3799990"
5003,37,99990,"Eagle Unincorp. Area",2006,23096,"3799990"
5004,37,99990,"Eagle Unincorp. Area",2007,23246,"3799990"
5005,37,99990,"Eagle Unincorp. Area",2008,23528,"3799990"
5006,37,99990,"Eagle Unincorp. Area",2009,23954,"3799990"
5007,37,99990,"Unincorp. Area",2010,23167,"3799990"
5008,37,99990,"Unincorp. Area",2011,22976,"3799990"
5009,37,99990,"Unincorp. Area",2012,23077,"3799990"
5010,37,99990,"Unincorp. Area",2013,23252,"3799990"
5011,37,99990,"Unincorp. Area",2014,23411,"3799990"
5012,37,99990,"Unincorp. Area",2015,23592,"3799990"
5013,37,99990,"Unincorp. Area",2016,23833,"3799990"
5014,39,0,"Elbert",1980,6850,"3900000"
5015,39,0,"Elbert",1981,7122,"3900000"
5016,39,0,"Elbert",1982,7500,"3900000"
5017,39,0,"Elbert",1983,7997,"3900000"
5018,39,0,"Elbert",1984,8261,"3900000"
5019,39,0,"Elbert",1985,8560,"3900000"
5020,39,0,"Elbert",1986,8793,"3900000"
5021,39,0,"Elbert",1987,9340,"3900000"
5022,39,0,"Elbert",1988,9829,"3900000"
5023,39,0,"Elbert",1989,9725,"3900000"
5024,39,0,"Elbert",1990,9646,"3900000"
5025,39,0,"Elbert",1991,10268,"3900000"
5026,39,0,"Elbert",1992,10766,"3900000"
5027,39,0,"Elbert",1993,11542,"3900000"
5028,39,0,"Elbert",1994,12847,"3900000"
5029,39,0,"Elbert",1995,14328,"3900000"
5030,39,0,"Elbert",1996,15806,"3900000"
5031,39,0,"Elbert",1997,16987,"3900000"
5032,39,0,"Elbert",1998,18032,"3900000"
5033,39,0,"Elbert",1999,19087,"3900000"
5034,39,0,"Elbert",2000,20104,"3900000"
5035,39,0,"Elbert",2001,21294,"3900000"
5036,39,0,"Elbert",2002,21604,"3900000"
5037,39,0,"Elbert",2003,21933,"3900000"
5038,39,0,"Elbert",2004,22041,"3900000"
5039,39,0,"Elbert",2005,22259,"3900000"
5040,39,0,"Elbert",2006,22527,"3900000"
5041,39,0,"Elbert",2007,22478,"3900000"
5042,39,0,"Elbert",2008,22663,"3900000"
5043,39,0,"Elbert",2009,22890,"3900000"
5044,39,0,"Elbert",2010,23107,"3900000"
5045,39,0,"Elbert",2011,23213,"3900000"
5046,39,0,"Elbert",2012,23371,"3900000"
5047,39,0,"Elbert",2013,23632,"3900000"
5048,39,0,"Elbert",2014,24093,"3900000"
5049,39,0,"Elbert",2015,24640,"3900000"
5050,39,0,"ELBERT COUNTY",2016,25169,"3900000"
5051,39,23740,"Elizabeth",1980,789,"3923740"
5052,39,23740,"Elizabeth",1981,810,"3923740"
5053,39,23740,"Elizabeth",1982,844,"3923740"
5054,39,23740,"Elizabeth",1983,906,"3923740"
5055,39,23740,"Elizabeth",1984,940,"3923740"
5056,39,23740,"Elizabeth",1985,967,"3923740"
5057,39,23740,"Elizabeth",1986,938,"3923740"
5058,39,23740,"Elizabeth",1987,917,"3923740"
5059,39,23740,"Elizabeth",1988,910,"3923740"
5060,39,23740,"Elizabeth",1989,859,"3923740"
5061,39,23740,"Elizabeth",1990,818,"3923740"
5062,39,23740,"Elizabeth",1991,838,"3923740"
5063,39,23740,"Elizabeth",1992,870,"3923740"
5064,39,23740,"Elizabeth",1993,860,"3923740"
5065,39,23740,"Elizabeth",1994,875,"3923740"
5066,39,23740,"Elizabeth",1995,903,"3923740"
5067,39,23740,"Elizabeth",1996,1080,"3923740"
5068,39,23740,"Elizabeth",1997,1221,"3923740"
5069,39,23740,"Elizabeth",1998,1290,"3923740"
5070,39,23740,"Elizabeth",1999,1374,"3923740"
5071,39,23740,"Elizabeth",2000,1464,"3923740"
5072,39,23740,"Elizabeth",2001,1503,"3923740"
5073,39,23740,"Elizabeth",2002,1491,"3923740"
5074,39,23740,"Elizabeth",2003,1480,"3923740"
5075,39,23740,"Elizabeth",2004,1465,"3923740"
5076,39,23740,"Elizabeth",2005,1440,"3923740"
5077,39,23740,"Elizabeth",2006,1413,"3923740"
5078,39,23740,"Elizabeth",2007,1372,"3923740"
5079,39,23740,"Elizabeth",2008,1355,"3923740"
5080,39,23740,"Elizabeth",2009,1357,"3923740"
5081,39,23740,"Elizabeth",2010,1358,"3923740"
5082,39,23740,"Elizabeth",2011,1359,"3923740"
5083,39,23740,"Elizabeth",2012,1364,"3923740"
5084,39,23740,"Elizabeth",2013,1373,"3923740"
5085,39,23740,"Elizabeth",2014,1387,"3923740"
5086,39,23740,"Elizabeth",2015,1402,"3923740"
5087,39,23740,"Elizabeth",2016,1409,"3923740"
5088,39,40790,"Kiowa",1980,206,"3940790"
5089,39,40790,"Kiowa",1981,215,"3940790"
5090,39,40790,"Kiowa",1982,226,"3940790"
5091,39,40790,"Kiowa",1983,251,"3940790"
5092,39,40790,"Kiowa",1984,272,"3940790"
5093,39,40790,"Kiowa",1985,287,"3940790"
5094,39,40790,"Kiowa",1986,282,"3940790"
5095,39,40790,"Kiowa",1987,286,"3940790"
5096,39,40790,"Kiowa",1988,294,"3940790"
5097,39,40790,"Kiowa",1989,283,"3940790"
5098,39,40790,"Kiowa",1990,275,"3940790"
5099,39,40790,"Kiowa",1991,290,"3940790"
5100,39,40790,"Kiowa",1992,307,"3940790"
5101,39,40790,"Kiowa",1993,353,"3940790"
5102,39,40790,"Kiowa",1994,362,"3940790"
5103,39,40790,"Kiowa",1995,366,"3940790"
5104,39,40790,"Kiowa",1996,438,"3940790"
5105,39,40790,"Kiowa",1997,476,"3940790"
5106,39,40790,"Kiowa",1998,513,"3940790"
5107,39,40790,"Kiowa",1999,551,"3940790"
5108,39,40790,"Kiowa",2000,600,"3940790"
5109,39,40790,"Kiowa",2001,635,"3940790"
5110,39,40790,"Kiowa",2002,632,"3940790"
5111,39,40790,"Kiowa",2003,638,"3940790"
5112,39,40790,"Kiowa",2004,648,"3940790"
5113,39,40790,"Kiowa",2005,655,"3940790"
5114,39,40790,"Kiowa",2006,677,"3940790"
5115,39,40790,"Kiowa",2007,670,"3940790"
5116,39,40790,"Kiowa",2008,684,"3940790"
5117,39,40790,"Kiowa",2009,702,"3940790"
5118,39,40790,"Kiowa",2010,723,"3940790"
5119,39,40790,"Kiowa",2011,724,"3940790"
5120,39,40790,"Kiowa",2012,726,"3940790"
5121,39,40790,"Kiowa",2013,730,"3940790"
5122,39,40790,"Kiowa",2014,738,"3940790"
5123,39,40790,"Kiowa",2015,743,"3940790"
5124,39,40790,"Kiowa",2016,749,"3940790"
5125,39,70635,"Simla",1980,494,"3970635"
5126,39,70635,"Simla",1981,499,"3970635"
5127,39,70635,"Simla",1982,511,"3970635"
5128,39,70635,"Simla",1983,525,"3970635"
5129,39,70635,"Simla",1984,522,"3970635"
5130,39,70635,"Simla",1985,527,"3970635"
5131,39,70635,"Simla",1986,510,"3970635"
5132,39,70635,"Simla",1987,515,"3970635"
5133,39,70635,"Simla",1988,525,"3970635"
5134,39,70635,"Simla",1989,497,"3970635"
5135,39,70635,"Simla",1990,481,"3970635"
5136,39,70635,"Simla",1991,491,"3970635"
5137,39,70635,"Simla",1992,503,"3970635"
5138,39,70635,"Simla",1993,501,"3970635"
5139,39,70635,"Simla",1994,498,"3970635"
5140,39,70635,"Simla",1995,484,"3970635"
5141,39,70635,"Simla",1996,533,"3970635"
5142,39,70635,"Simla",1997,566,"3970635"
5143,39,70635,"Simla",1998,592,"3970635"
5144,39,70635,"Simla",1999,617,"3970635"
5145,39,70635,"Simla",2000,664,"3970635"
5146,39,70635,"Simla",2001,680,"3970635"
5147,39,70635,"Simla",2002,662,"3970635"
5148,39,70635,"Simla",2003,676,"3970635"
5149,39,70635,"Simla",2004,686,"3970635"
5150,39,70635,"Simla",2005,668,"3970635"
5151,39,70635,"Simla",2006,653,"3970635"
5152,39,70635,"Simla",2007,633,"3970635"
5153,39,70635,"Simla",2008,620,"3970635"
5154,39,70635,"Simla",2009,617,"3970635"
5155,39,70635,"Simla",2010,618,"3970635"
5156,39,70635,"Simla",2011,618,"3970635"
5157,39,70635,"Simla",2012,621,"3970635"
5158,39,70635,"Simla",2013,624,"3970635"
5159,39,70635,"Simla",2014,631,"3970635"
5160,39,70635,"Simla",2015,637,"3970635"
5161,39,70635,"Simla",2016,640,"3970635"
5162,39,99990,"Elbert Unincorp. Area",1980,5361,"3999990"
5163,39,99990,"Elbert Unincorp. Area",1981,5598,"3999990"
5164,39,99990,"Elbert Unincorp. Area",1982,5919,"3999990"
5165,39,99990,"Elbert Unincorp. Area",1983,6315,"3999990"
5166,39,99990,"Elbert Unincorp. Area",1984,6527,"3999990"
5167,39,99990,"Elbert Unincorp. Area",1985,6779,"3999990"
5168,39,99990,"Elbert Unincorp. Area",1986,7063,"3999990"
5169,39,99990,"Elbert Unincorp. Area",1987,7622,"3999990"
5170,39,99990,"Elbert Unincorp. Area",1988,8100,"3999990"
5171,39,99990,"Elbert Unincorp. Area",1989,8086,"3999990"
5172,39,99990,"Elbert Unincorp. Area",1990,8072,"3999990"
5173,39,99990,"Elbert Unincorp. Area",1991,8649,"3999990"
5174,39,99990,"Elbert Unincorp. Area",1992,9086,"3999990"
5175,39,99990,"Elbert Unincorp. Area",1993,9828,"3999990"
5176,39,99990,"Elbert Unincorp. Area",1994,11112,"3999990"
5177,39,99990,"Elbert Unincorp. Area",1995,12575,"3999990"
5178,39,99990,"Elbert Unincorp. Area",1996,13755,"3999990"
5179,39,99990,"Elbert Unincorp. Area",1997,14724,"3999990"
5180,39,99990,"Elbert Unincorp. Area",1998,15637,"3999990"
5181,39,99990,"Elbert Unincorp. Area",1999,16545,"3999990"
5182,39,99990,"Elbert Unincorp. Area",2000,17376,"3999990"
5183,39,99990,"Elbert Unincorp. Area",2001,18476,"3999990"
5184,39,99990,"Elbert Unincorp. Area",2002,18819,"3999990"
5185,39,99990,"Elbert Unincorp. Area",2003,19139,"3999990"
5186,39,99990,"Elbert Unincorp. Area",2004,19242,"3999990"
5187,39,99990,"Elbert Unincorp. Area",2005,19496,"3999990"
5188,39,99990,"Elbert Unincorp. Area",2006,19784,"3999990"
5189,39,99990,"Elbert Unincorp. Area",2007,19803,"3999990"
5190,39,99990,"Elbert Unincorp. Area",2008,20004,"3999990"
5191,39,99990,"Elbert Unincorp. Area",2009,20214,"3999990"
5192,39,99990,"Unincorp. Area",2010,20408,"3999990"
5193,39,99990,"Unincorp. Area",2011,20512,"3999990"
5194,39,99990,"Unincorp. Area",2012,20660,"3999990"
5195,39,99990,"Unincorp. Area",2013,20905,"3999990"
5196,39,99990,"Unincorp. Area",2014,21337,"3999990"
5197,39,99990,"Unincorp. Area",2015,21858,"3999990"
5198,39,99990,"Unincorp. Area",2016,22371,"3999990"
5199,41,0,"El Paso",1980,309424,"4100000"
5200,41,0,"El Paso",1981,322174,"4100000"
5201,41,0,"El Paso",1982,331738,"4100000"
5202,41,0,"El Paso",1983,341721,"4100000"
5203,41,0,"El Paso",1984,354753,"4100000"
5204,41,0,"El Paso",1985,368506,"4100000"
5205,41,0,"El Paso",1986,379304,"4100000"
5206,41,0,"El Paso",1987,392720,"4100000"
5207,41,0,"El Paso",1988,395265,"4100000"
5208,41,0,"El Paso",1989,396314,"4100000"
5209,41,0,"El Paso",1990,397014,"4100000"
5210,41,0,"El Paso",1991,405954,"4100000"
5211,41,0,"El Paso",1992,422815,"4100000"
5212,41,0,"El Paso",1993,437135,"4100000"
5213,41,0,"El Paso",1994,456500,"4100000"
5214,41,0,"El Paso",1995,469693,"4100000"
5215,41,0,"El Paso",1996,476989,"4100000"
5216,41,0,"El Paso",1997,486805,"4100000"
5217,41,0,"El Paso",1998,498021,"4100000"
5218,41,0,"El Paso",1999,508815,"4100000"
5219,41,0,"El Paso",2000,519802,"4100000"
5220,41,0,"El Paso",2001,536336,"4100000"
5221,41,0,"El Paso",2002,545240,"4100000"
5222,41,0,"El Paso",2003,551668,"4100000"
5223,41,0,"El Paso",2004,558455,"4100000"
5224,41,0,"El Paso",2005,569322,"4100000"
5225,41,0,"El Paso",2006,582502,"4100000"
5226,41,0,"El Paso",2007,588772,"4100000"
5227,41,0,"El Paso",2008,599060,"4100000"
5228,41,0,"El Paso",2009,608518,"4100000"
5229,41,0,"El Paso",2010,627232,"4100000"
5230,41,0,"El Paso",2011,638289,"4100000"
5231,41,0,"El Paso",2012,647446,"4100000"
5232,41,0,"El Paso",2013,656981,"4100000"
5233,41,0,"El Paso",2014,665052,"4100000"
5234,41,0,"El Paso",2015,676178,"4100000"
5235,41,0,"EL PASO COUNTY",2016,690207,"4100000"
5236,41,11260,"Calhan",1980,541,"4111260"
5237,41,11260,"Calhan",1981,581,"4111260"
5238,41,11260,"Calhan",1982,623,"4111260"
5239,41,11260,"Calhan",1983,707,"4111260"
5240,41,11260,"Calhan",1984,793,"4111260"
5241,41,11260,"Calhan",1985,850,"4111260"
5242,41,11260,"Calhan",1986,854,"4111260"
5243,41,11260,"Calhan",1987,588,"4111260"
5244,41,11260,"Calhan",1988,585,"4111260"
5245,41,11260,"Calhan",1989,572,"4111260"
5246,41,11260,"Calhan",1990,562,"4111260"
5247,41,11260,"Calhan",1991,570,"4111260"
5248,41,11260,"Calhan",1992,591,"4111260"
5249,41,11260,"Calhan",1993,596,"4111260"
5250,41,11260,"Calhan",1994,618,"4111260"
5251,41,11260,"Calhan",1995,623,"4111260"
5252,41,11260,"Calhan",1996,638,"4111260"
5253,41,11260,"Calhan",1997,640,"4111260"
5254,41,11260,"Calhan",1998,642,"4111260"
5255,41,11260,"Calhan",1999,788,"4111260"
5256,41,11260,"Calhan",2000,893,"4111260"
5257,41,11260,"Calhan",2001,889,"4111260"
5258,41,11260,"Calhan",2002,873,"4111260"
5259,41,11260,"Calhan",2003,844,"4111260"
5260,41,11260,"Calhan",2004,822,"4111260"
5261,41,11260,"Calhan",2005,803,"4111260"
5262,41,11260,"Calhan",2006,797,"4111260"
5263,41,11260,"Calhan",2007,786,"4111260"
5264,41,11260,"Calhan",2008,780,"4111260"
5265,41,11260,"Calhan",2009,777,"4111260"
5266,41,11260,"Calhan",2010,780,"4111260"
5267,41,11260,"Calhan",2011,798,"4111260"
5268,41,11260,"Calhan",2012,805,"4111260"
5269,41,11260,"Calhan",2013,808,"4111260"
5270,41,11260,"Calhan",2014,809,"4111260"
5271,41,11260,"Calhan",2015,830,"4111260"
5272,41,11260,"Calhan",2016,840,"4111260"
5273,41,16000,"Colorado Springs",1980,215105,"4116000"
5274,41,16000,"Colorado Springs",1981,224500,"4116000"
5275,41,16000,"Colorado Springs",1982,231872,"4116000"
5276,41,16000,"Colorado Springs",1983,240493,"4116000"
5277,41,16000,"Colorado Springs",1984,251288,"4116000"
5278,41,16000,"Colorado Springs",1985,262005,"4116000"
5279,41,16000,"Colorado Springs",1986,269488,"4116000"
5280,41,16000,"Colorado Springs",1987,278906,"4116000"
5281,41,16000,"Colorado Springs",1988,280141,"4116000"
5282,41,16000,"Colorado Springs",1989,280665,"4116000"
5283,41,16000,"Colorado Springs",1990,280430,"4116000"
5284,41,16000,"Colorado Springs",1991,286972,"4116000"
5285,41,16000,"Colorado Springs",1992,299019,"4116000"
5286,41,16000,"Colorado Springs",1993,309226,"4116000"
5287,41,16000,"Colorado Springs",1994,320386,"4116000"
5288,41,16000,"Colorado Springs",1995,328782,"4116000"
5289,41,16000,"Colorado Springs",1996,335447,"4116000"
5290,41,16000,"Colorado Springs",1997,342548,"4116000"
5291,41,16000,"Colorado Springs",1998,349988,"4116000"
5292,41,16000,"Colorado Springs",1999,356208,"4116000"
5293,41,16000,"Colorado Springs",2000,361901,"4116000"
5294,41,16000,"Colorado Springs",2001,371079,"4116000"
5295,41,16000,"Colorado Springs",2002,376456,"4116000"
5296,41,16000,"Colorado Springs",2003,376080,"4116000"
5297,41,16000,"Colorado Springs",2004,379866,"4116000"
5298,41,16000,"Colorado Springs",2005,384409,"4116000"
5299,41,16000,"Colorado Springs",2006,393433,"4116000"
5300,41,16000,"Colorado Springs",2007,396677,"4116000"
5301,41,16000,"Colorado Springs",2008,403267,"4116000"
5302,41,16000,"Colorado Springs",2009,410109,"4116000"
5303,41,16000,"Colorado Springs",2010,420714,"4116000"
5304,41,16000,"Colorado Springs",2011,427799,"4116000"
5305,41,16000,"Colorado Springs",2012,433723,"4116000"
5306,41,16000,"Colorado Springs",2013,438795,"4116000"
5307,41,16000,"Colorado Springs",2014,444465,"4116000"
5308,41,16000,"Colorado Springs",2015,451718,"4116000"
5309,41,16000,"Colorado Springs",2016,460953,"4116000"
5310,41,27865,"Fountain",1980,8324,"4127865"
5311,41,27865,"Fountain",1981,8651,"4127865"
5312,41,27865,"Fountain",1982,8940,"4127865"
5313,41,27865,"Fountain",1983,9145,"4127865"
5314,41,27865,"Fountain",1984,9424,"4127865"
5315,41,27865,"Fountain",1985,9737,"4127865"
5316,41,27865,"Fountain",1986,9957,"4127865"
5317,41,27865,"Fountain",1987,10231,"4127865"
5318,41,27865,"Fountain",1988,10204,"4127865"
5319,41,27865,"Fountain",1989,10079,"4127865"
5320,41,27865,"Fountain",1990,10754,"4127865"
5321,41,27865,"Fountain",1991,10441,"4127865"
5322,41,27865,"Fountain",1992,10922,"4127865"
5323,41,27865,"Fountain",1993,11307,"4127865"
5324,41,27865,"Fountain",1994,12773,"4127865"
5325,41,27865,"Fountain",1995,13487,"4127865"
5326,41,27865,"Fountain",1996,13929,"4127865"
5327,41,27865,"Fountain",1997,14260,"4127865"
5328,41,27865,"Fountain",1998,14611,"4127865"
5329,41,27865,"Fountain",1999,14944,"4127865"
5330,41,27865,"Fountain",2000,15356,"4127865"
5331,41,27865,"Fountain",2001,16221,"4127865"
5332,41,27865,"Fountain",2002,17059,"4127865"
5333,41,27865,"Fountain",2003,17681,"4127865"
5334,41,27865,"Fountain",2004,18453,"4127865"
5335,41,27865,"Fountain",2005,19794,"4127865"
5336,41,27865,"Fountain",2006,21786,"4127865"
5337,41,27865,"Fountain",2007,23149,"4127865"
5338,41,27865,"Fountain",2008,24380,"4127865"
5339,41,27865,"Fountain",2009,25076,"4127865"
5340,41,27865,"Fountain",2010,25888,"4127865"
5341,41,27865,"Fountain",2011,26574,"4127865"
5342,41,27865,"Fountain",2012,27223,"4127865"
5343,41,27865,"Fountain",2013,28037,"4127865"
5344,41,27865,"Fountain",2014,28489,"4127865"
5345,41,27865,"Fountain",2015,28997,"4127865"
5346,41,27865,"Fountain",2016,29581,"4127865"
5347,41,32650,"Green Mtn. Falls(part)",1980,589,"4132650"
5348,41,32650,"Green Mtn. Falls(part)",1981,605,"4132650"
5349,41,32650,"Green Mtn. Falls(part)",1982,617,"4132650"
5350,41,32650,"Green Mtn. Falls(part)",1983,638,"4132650"
5351,41,32650,"Green Mtn. Falls(part)",1984,664,"4132650"
5352,41,32650,"Green Mtn. Falls(part)",1985,684,"4132650"
5353,41,32650,"Green Mtn. Falls(part)",1986,675,"4132650"
5354,41,32650,"Green Mtn. Falls(part)",1987,671,"4132650"
5355,41,32650,"Green Mtn. Falls(part)",1988,653,"4132650"
5356,41,32650,"Green Mtn. Falls(part)",1989,642,"4132650"
5357,41,32650,"Green Mtn. Falls(part)",1990,634,"4132650"
5358,41,32650,"Green Mtn. Falls(part)",1991,638,"4132650"
5359,41,32650,"Green Mtn. Falls(part)",1992,656,"4132650"
5360,41,32650,"Green Mtn. Falls(part)",1993,673,"4132650"
5361,41,32650,"Green Mtn. Falls(part)",1994,699,"4132650"
5362,41,32650,"Green Mtn. Falls(part)",1995,710,"4132650"
5363,41,32650,"Green Mtn. Falls(part)",1996,709,"4132650"
5364,41,32650,"Green Mtn. Falls(part)",1997,714,"4132650"
5365,41,32650,"Green Mtn. Falls(part)",1998,719,"4132650"
5366,41,32650,"Green Mtn. Falls(part)",1999,724,"4132650"
5367,41,32650,"Green Mtn. Falls(part)",2000,720,"4132650"
5368,41,32650,"Green Mtn. Falls(part)",2001,681,"4132650"
5369,41,32650,"Green Mtn. Falls(part)",2002,668,"4132650"
5370,41,32650,"Green Mtn. Falls(part)",2003,644,"4132650"
5371,41,32650,"Green Mtn. Falls(part)",2004,628,"4132650"
5372,41,32650,"Green Mtn. Falls(part)",2005,618,"4132650"
5373,41,32650,"Green Mtn. Falls(part)",2006,616,"4132650"
5374,41,32650,"Green Mtn. Falls(part)",2007,604,"4132650"
5375,41,32650,"Green Mtn. Falls(part)",2008,599,"4132650"
5376,41,32650,"Green Mtn. Falls(part)",2009,591,"4132650"
5377,41,32650,"Green Mtn. Falls (Part)",2010,780,"4132650"
5378,41,32650,"Green Mtn. Falls (Part)",2011,801,"4132650"
5379,41,32650,"Green Mtn. Falls (Part)",2012,807,"4132650"
5380,41,32650,"Green Mtn. Falls (Part)",2013,815,"4132650"
5381,41,32650,"Green Mtn. Falls (Part)",2014,820,"4132650"
5382,41,32650,"Green Mtn. Falls (Part)",2015,824,"4132650"
5383,41,32650,"Green Mtn. Falls (Part)",2016,843,"4132650"
5384,41,48445,"Manitou Springs",1980,4475,"4148445"
5385,41,48445,"Manitou Springs",1981,4513,"4148445"
5386,41,48445,"Manitou Springs",1982,4506,"4148445"
5387,41,48445,"Manitou Springs",1983,4605,"4148445"
5388,41,48445,"Manitou Springs",1984,4741,"4148445"
5389,41,48445,"Manitou Springs",1985,4834,"4148445"
5390,41,48445,"Manitou Springs",1986,4777,"4148445"
5391,41,48445,"Manitou Springs",1987,4761,"4148445"
5392,41,48445,"Manitou Springs",1988,4665,"4148445"
5393,41,48445,"Manitou Springs",1989,4592,"4148445"
5394,41,48445,"Manitou Springs",1990,4535,"4148445"
5395,41,48445,"Manitou Springs",1991,4573,"4148445"
5396,41,48445,"Manitou Springs",1992,4702,"4148445"
